voter_id	voter_surname	voter_name
1111	Dvoøák	Drahomír
1112	Dvoøák	František
1113	Dvoøák	Jan
1114	Dvoøák	Josef
1115	Dvoøák	Josef
1116	Dvoøák	Ladislav
1117	Dvoøák	Leo
1118	Dvoøák	Richard
1119	Dvoøák	Vladimír
1120	Dvoøáková	Eliška
1121	Dvoøáková	Ludmila
1122	Dvorín	Ferdinand
1123	Dvorskı	František
1124	Dvorskı	Jozef
1125	Dıèková	Hana
1126	Dyk	Viktor
1127	Dymáèek	Michal
1128	Dymáèková	Marie
1129	Dupina	Andrej
1130	Dzúr	Martin
1131	Eckert	Ernst
1132	Ecksteinová	Boena
1133	Eger	Václav
1134	Egri	Ladislav
1135	Ehenberger	Vlastimil
1136	Ehrenberger	Vlastimil
1137	Eichholz	Ludwig
1138	Eisenhamr	Theodor
1139	Ejem	Josef
1140	Elstner	Gustav
1141	Engliš	Karel
1142	Enoch	Jiøí
1143	Entlerová	Hana
1144	Erôs	Vendelín
1145	Erban	Even
1146	Erban	Vojtìch
1147	Erös	Vendelín
1148	Ertingerová	Ida
1149	Ertl	Daniel
1150	Ešner	Josef
1151	Esterházy	János
1152	Exner	František
1153	Fabián	Josef
1154	Fabík	Martin
1155	Fábry	Štefan
1156	Fáèek	Vladimír
1157	Faglic	Andrej
1158	Fail	Josef
1159	Fajfrlík	Karel
1160	Faktorová	Aloisie
1161	Faldın	Miroslav
1162	Falan	Michal
1163	Fa¾tan	Samuel
1164	Faltınková	Libuše
1165	Fanta	Lubomír
1166	Farbula	Robert
1167	Farkaš	Marián
1168	Farkašovská-Gajdošová	Gizela
1169	Farníková	Pavla
1170	Fassati	Miroslav
1171	Feczko	Štefan
1172	Fedor	Miklós
1173	Fedor	Mikuláš
1174	Fehérová	Zdenka
1175	Feierfeil	Wenzel
1176	Feigl	Antonín
1177	Fejfuša	František
1178	Fekete	Jozef
1179	Feketeová	Mária
1180	Felcmanová	Monika
1181	Felix	Milan
1182	Fencik	Štefan
1183	Fendrych	Ludìk
1184	Ferencei	Štefan
1185	Ferianc	Ján
1186	Ferjak	Ján
1187	Ferjenèík	Mikuláš
1188	Feyerfeil	Edwin
1189	Fiala	Antonín
1190	Fiala	Èenìk
1191	Fiala	Ludìk
1192	Fiala	Václav
1193	Fiala	Vladimír
1194	Fialková	Marie
1195	Fialová	Boena
1196	Ficová	Boena
1197	Fiedor	Jiøí
1198	Fierlinger	Zdenìk
1199	Figura	Štefan
1200	Fikr	Zdenìk
1202	Filipcová	Marie
1203	Filipinskı	Jan
1204	Filkus	Rudolf
1205	Filo	Kornel
1206	Fi¾ová	Lívia
1207	Firt	Julius
1208	Fišarová	Marie
1209	Fišer	Bohumil
1210	Fišera	Ivan
1211	Fišerová	Vìra
1212	Fischer	Benno
1213	Fischer	Bohumil
1214	Fischer	Josef
1215	Fischer	Richard
1216	Fischer	Rudolf
1217	Fischerová	Miluše
1218	Fleyberk	Jiøí
1219	Flídr	Jan
1220	Flídrová	Marie
1221	Flieger	Jiøí
1222	Flodrman	Josef
1223	Florek	Pavel
1224	Florian	Miroslav
1225	Florián	Stanislav
1226	Flösslerová	Helena
1228	Fogel	Jozef
1229	Fojtík	Jan
1230	Fojtík	Vladimír
1231	Földessy	József
1232	Foltın	Alois
1233	Foltın	Ivan
1234	Foniok	Karel
1235	Foretová	Libuše
1236	Formánek	Melichar
1237	Formanová	Marie
1238	Fornouzová	Anna
1239	Foøt	Josef
1240	Franek	Mikuláš
1241	Fránek	Antonín
1242	Frank	Eduard
1243	Frank	Josef
1244	Frank	Karl
1245	Frank	Vítìzslav
1246	Franke	Emil
1247	Franko	Jozef
1248	Franta	Bohuslav
1249	Fraštackı	Rudolf
1250	Freiman	Václav
1251	Freiová	Marie
1252	Freiová	Michaela
1253	Freising	Josef
1254	Freisler	Adolf
1255	Friè	Václav
1256	Frièar	Jan
1257	Fridrich	Antonín
1258	Friš	Eduard
1260	Fritz	Gejza
1261	Frkal	Jiøí
1262	Frlièka	Ivan
1263	Fröhlich	Vladimír
1264	Frıbortová	Dagmar
1265	Fryèek	Ladislav
1266	Frynta	Václav
1267	Fuèík	Mojmír
1268	Fuèíková	Gusta
1269	Fuchsová	Boena
1270	Fuchsová	Hana
1271	Fuková	Boena
1272	Fulík	Jan
1273	Fundák	Jozef
1274	Fušèiè	Vasil
1275	Fusek	Eduard
1276	Füssy	Kálmán
1277	Futej	Daniel
1278	Gabriška	Jozef
1279	Gacík	František
1280	Gaïurková	Stella
1281	Gagatko	Andrej
1282	Gahurová	Jana
1283	Gaideèková	Helena
1284	Gajda	Rudolf
1285	Gajdáèková	Hilda
1286	Gajdošíková	¼udmila
1287	Gajdošová	Anna
1288	Gajdošová	Mária
1289	Ga¾a	Milan
1290	Galaba	Viliam
1291	Galik	Jozef
1292	Gálová	Judita
1293	Galoviè	Josef
1294	Galuška	Miroslav
1295	Galvánek	Peter
1296	Gandaloviè	Petr
1297	Garaj	František
1298	Garaj	Rudolf
1299	Garaijová	Aloisie
1300	Gärtner	Rudolf
1301	Gašo	Štefan
1302	Gašparík	Július
1303	Gašparoviè	Vladimír
1304	Gáti	József
1305	Gavaè	Ján
1306	Gavenda	Zdenìk
1307	Gavlík	Karel
1308	Gawlik	Stanislav
1309	Gaík	Marek
1310	Gaík	Štefan
1311	Gdovinová	Ruena
1312	Gebas	Jaromír
1313	Gebauer	František
1314	Geci	Michal
1315	Géciová	Barbora
1316	Geher	Karol
1317	Gémesi	Karol
1318	Gemrot	Josef
1319	Gerle	Ladislav
1320	Gerlichová-Petrusková	Jarmila
1321	Geršl	František
1322	Géryk	Rudolf
1323	Geyer	Josef
1324	Giirtler	Štefan
1325	Giòa	Ondøej
1326	Glac	Jaromír
1327	Gläsel	Christof
1328	Glazarová	Jarmila
1329	Glezgo	Štefan
1330	Glitta	Štefan
1331	Glosíková	O¾ga
1332	Gogová	Viera
1333	Golab	Vladimír
1334	Goldstein	Angelo
1335	Gonda	Ján
1336	Gondáš	Ivan
1337	Goppoldová	Miluše
1338	Görner	Vladimír
1339	Gottier	Robert
1340	Gottwald	Antonín
1341	Gottwald	Klement
1342	Gracel	František
1343	Grácová	Marcela
1344	Grande	Milan
1345	Gratcl	Josef
1346	Grebáè-Orlov	Ignác
1348	Grecko	Petr
1349	Gregor	Antonín
1350	Gregor	Ján
1351	Gregorovits	Lipót
1352	Grégr	Milan
1353	Greif	Johann
1354	Grohmann	Stanislav
1355	Grolmus	Josef
1356	Gros	Alois
1357	Grospiè	Jiøí
1358	Grösser	Josef
1359	Gruber	Karl
1360	Grünová	Kvìtoslava
1361	Grünzner	Ernst
1362	Grygarová	Alena
1363	Gubová	Katarína
1364	Gudrich	Zdenìk
1365	Gui	Zdenìk
1366	Gyimesi	Juraj
1367	Haas	František
1368	Haas	Jiøí
1369	Haas	Viktor
1370	Hába	Zdenìk
1371	Habáò	František
1372	Habarta	Štìpán
1373	Háblová	Marie
1374	Habovštiak	Josef
1375	Habrman	Gustav
1376	Hacaj	Ján
1377	Hackenberg	Theodor
1378	Hacker	Gustav
1379	Hadaèová	Marie
1380	Hadek	Alfred
1381	Hadrava	Jan
1382	Haduch	František
1383	Hahn	Otto
1384	Haiblick	Karl
1385	Haièman	Oldøich
1386	Haim	Kornel
1387	Hajdák	Jozef
1388	Hájek	Jaromír
1389	Hájek	Jaroslav
1390	Hájek	Jiøí
1391	Hájek	Richard
1392	Hájek	Václav
1393	Hajíè	František
1394	Hájíèek	Viliam
1395	Hajko	Vladimír
1396	Hájková	Jiøina
1397	Hajmacher	Jozef
1398	Hajn	Antonín
1399	Hajn	Jaroslav
1400	Hajník	Mojmír
1401	Hajšman	Karel
1402	Haken	Josef
1403	Hála	František
1404	Halamová	Marie
1405	Halas	František
1406	Halász	Ján
1407	Hálek	Ivan
1408	Hálek	Jaroslav
1409	Halke	Otto
1410	Hálková	Eva
1411	Halla	Ján
1412	Haman	Josef
1413	Hamarèák	Imrich
1414	Hambalèíková	Gertruda
1415	Hamerník	Emilian
1416	Hamouz	František
1417	Hampl	Antonín
1418	Hanáèek	Jan
1419	Hanák	Stanislav
1420	Hanèikovskı	Štefan
1421	Hancko	Anton
1422	Hanes	Dalibor
1423	Haninger	Emanuel
1424	Hánová	Marie
1425	Hanreich	Georg
1426	Hanus	František
1427	Hanus	Ján
1428	Hanus	Július
1429	Hanusek	Michal
1430	Hanúsek	¼udovít
1431	Hanzel	Jozef
1432	Hanzelka	Josef
1433	Hanzlík	Ján
1434	Hanzlová	Alena
1435	Hanzlová	Zdeòka
1436	Harasztiová	Valéria
1437	Harciník	Mikuláš
1438	Harciniková	Rozália
1439	Harenèár	Robert
1440	Hartiníková	Štefánia
1441	Harus	Jan
1442	Hašana	Július
1443	Hašèík	Štefan
1444	Hasík	Vilém
1445	Haško	Alfréd
1446	Haško	Ján
1447	Hasnedl	Jaroslav
1448	Hasnedl	Josef
1449	Hašplová	Boena
1450	Hassold	Fritz
1451	Hatala	Vojtech
1452	Haapka	Kamil
1453	Hatina	Alois
1454	Hatina	František
1455	Hatlák	Vladimír
1456	Haupt	Jakub
1458	Häusler	Wilhelm
1459	Hausmann	Eduard
1460	Hausnerová	Marta
1461	Havel	Josef
1462	Havelka	Jan
1463	Havelka	Jaroslav
1464	Haviar	Vladimír
1465	Havíøová	Nadìda
1466	Havlíèek	Antonín
1467	Havlíèek	Jaroslav
1468	Havlíèek	Miroslav
1469	Havlík	René
1470	Havlín	František
1471	Havlín	Josef
1472	Havloviè	Pavel
1473	Hawelka	Rudolf
1474	Heèko	Josef
1475	Heeger	Rudolf
1476	Hechtová	Marie
1477	Heidler	Ferdinand
1478	Heidler	Gustav
1479	Heinrich	Arnošt
1480	Hejlová	Marie
1481	Hejna	Jaroslav
1482	Hejsek	Josef
1483	Hejzlar	Zdenìk
1484	Helbich	Július
1485	Heller	Franz
1486	Hendrych	Jiøí
1487	Heneš	Karel
1488	Henzl	Jaroslav
1489	Herben	Jan
1490	Hergeselová	Etela
1491	Herkommer	Rudolf
1492	Herl	Josef
1493	Herman	Štefan
1494	Herman	Vladimír
1495	Hermanová	Jana
1496	Herrgesell	Walter
1497	Hillebrand	Oswald
1498	Himl	Antonín
1499	Hintermüller	Kašpar
1500	Hirková	Anna
1501	Hirsch	Ernst
1502	Hirschl	Ernst
1503	Hirte	Erich
1504	Hlaï	Imrich
1505	Hladík	Jaroslav
1506	Hladíková	Zlatuše
1507	Hladkı	Jaroslav
1508	Hladkı	Milan
1509	Hlásek	Miloslav
1510	Hlaváè	Anton
1511	Hlaváèek	Grantišek
1512	Hlaváèek	Karel
1513	Hlaváèek	Miroslav
1514	Hlavaèka	Jan
1515	Hlaváèková	Jarmila
1516	Hlaváèová	Bohumila
1517	Hlavaj	Gejza
1518	Hlavatá	Júlia
1519	Hlavatı	Jiøí
1520	Hlavatı	Václav
1521	Hlavièka	Bohumil
1522	Hlavièka	Josef
1523	Hlavinka	František
1524	Hlávková	Sonja
1525	Hlína	Jan
1526	Hlinka	Andrej
1527	Hlinka	Juraj
1528	Hlinka	Vojtech
1529	Hlobil	Milan
1530	Hloek	Alois
1531	Hluší	Jan
1532	Hnídek	František
1533	Hnyk	Pavel
1534	Hobza	Ladislav
1535	Hodáè	František
1536	Hodina	Franz
1537	Hodinová-Spurná	Aneka
1539	Hoda	Fedor
1540	Hoda	Milan
1541	Hofbauer	Roman
1542	Hoffmann	Karel
1543	Hoffmann	Max
1544	Hofírek	Pavel
1545	Hofman	František
1546	Hofman	Leopold
1547	Hofman	Vladimír
1548	Hofrová	Jarmila
1549	Höhnel	Eduard
1550	Hochová	Dagmar
1551	Hojnoš	Emil
1552	Hokky	Karoly
1553	Holáò	Emil
1554	Holatová	Marie
1555	Holèík	Juraj
1556	Holcman	Josef
1557	Holdoš	Ladislav
1558	Holeèek	Vojtìch
1559	Holeèková	Boena
1560	Holejšovskı	František
1561	Holièka	Jozef
1562	Holinková-Mièkovská	Jana
1563	Holitscher	Arnold
1564	Hollerová	Boena
1565	Hollube	Franz
1566	Hollı	Stanislav
1567	Holomek	Karel
1568	Holomek	Tomáš
1569	Holota	János
1570	Holub	František
1571	Holub	Karel
1572	Holub	Václav
1573	Holuša	Even
1574	Holı	Ivan
1575	Homola	František
1576	Homola	Oleg
1577	Homola	Vladimír
1578	Honec	Jozef
1579	Honner	Karol
1580	Hons	František
1581	Honsl	Josef
1582	Hora	Jaroslav
1583	Hora	Ota
1584	Horáèek	Bohuslav
1585	Horáèek	Cyril
1586	Horáèek	Václav
1587	Horák	Alexander
1588	Horák	Bøetislav
1589	Horák	František
1590	Horák	Jan
1591	Horák	Jaromír
1592	Horák	Jaroslav
1593	Horák	Jiøí
1594	Horáková	Libuše
1595	Horáková	Milada
1596	Horár	Ján
1597	Horèièková	Štefanie
1598	Horèík	Zdenìk
1599	Horeèná	Irena
1600	Hoøení	Zdenìk
1601	Hoøínek	Alois
1602	Hoøínek	Milan
1603	Horklová-Damková	Vlasta
1604	Horn	Josef
1605	Hornáèková	Dana
1606	Horník	Ján
1607	Horník	Štìpán
1608	Hornyák	Ján
1609	Horpynka	Otto
1610	Horskı	Michal
1611	Horvát	Adolf
1612	Horvát	Ondrej
1613	Horváth	Ivan
1614	Horváth	Jozef
1615	Horváthová	O¾ga
1616	Hošek	Stanislav
1617	Hošek	Václav
1618	Hotovec	Josef
1619	Houdek	Fedor
1620	Houf	František
1621	Houser	František
1622	Houser	Vladimír
1623	Houska	Jindøich
1624	Houška	František
1625	Hrabal	Václav
1626	Hrabaò	Josef
1627	Hrabíková	Anna
1628	Hradílek	Tomáš
1629	Hradská	Mária
1630	Hrajnoha	Štefan
1631	Hranai	Karol
1632	Hraško	Martin
1633	Hrbek	Jiøí
1634	Hrbková	Rùena
1635	Hrbotickı	Jaroslav
1636	Hrdina	Oldøich
1637	Hrdlièka	František
1638	Hrdlièka	Jiøí
1639	Hrdlièka	Jiøí
1640	Hrdlièka	Jiøí
1641	Hrdlièka	Jiøí
1642	Hrdlièková	Marie
1643	Hrebík	Jozef
1644	Høebík	Antonín
1645	Hrejsa	Otmar
1646	Hrib	Michal
1647	Hriniková	Margita
1648	Hrivík	Pavol
1649	Hrizbyl	Jan
1650	Hroboòová	Elena
1651	Hromádková	Rùena
1652	Hron	Pavel
1653	Hronovskı	Josef
1654	Hrouda	J. V.
1655	Hrubá	Anna
1656	Hrubá	Dagmar
1657	Hruban	Moøic
1658	Hrubjak	Ivan
1659	Hrubı	Adolf
1660	Hrubı	Josef
1661	Hrudál	František
1662	Hrušínskı	Rudolf
1663	Hruška	Èenìk
1664	Hruška	Milan
1665	Hrušková-Rozsypalová	Marie
1666	Hruškoviè	Miloslav
1667	Hruškovskı	Miloš
1668	Hrušovská	Františka
1669	Hrušovskı	Igor
1670	Hrušovskı	Pavol
1671	Hrùzová	Vlasta
1672	Hubálek	Bohuslav
1673	Hubálková	Marie
1674	Hübl	Milan
1675	Hübner	Jaroslav
1676	Hübner	Otakar
1677	Huèka	Vojtech
1678	Hucl	Josef
1679	Hudec	Jan
1680	Hudec	Josef
1681	Hudeèek	Miloslav
1682	Hudeèek	Miroslav
1683	Hudeèek	Stanislav
1684	Hula	Stanislav
1685	Hùla	Alois
1686	Hùla	Václav
1687	Hulínskı	Josef
1688	Hulínskı	Václav
1689	Humajová	Mária
1690	Humeník	Ján
1691	Huml	Alois
1692	Huml	Josef
1694	Hummelhans	František
1695	Humpál	Václav
1696	Hurdálek	Ladislav
1697	Husák	Gustav
1698	Hušek	Karol
1699	Husnaj	Julius
1700	Huspeninová	ofia
1701	Hvìzda	Miloslav
1702	Hviezdoslav	Pavel
1703	Hvizdák	Andrej
1704	Hvozdzík	Ján
1705	Hybeš	Josef
1706	Hıbner	Václav
1707	Hybš	František
1708	Hykl	Alfons
1709	Hyková	Blanka
1710	Hynek	František
1711	Hynek	Jaroslav
1712	Hyrš	Josef
1713	Chabièovskı	František
1714	Chajda	Vojtìch
1715	Chalánek	Stanislav
1716	Chaloupka	František
1717	Chalupa	Albín
1718	Chalupa	Karel
1719	Chalupa	Rudolf
1720	Chalupek	Pavol
1721	Chalupník	Josef
1722	Chán	Emanuel
1723	Charvát	Cyril
1724	Charvát	Josef
1725	Charvát	Methodìj
1726	Charvát	Stanislav
1727	Charvát	Vincenc
1728	Chlad	Rudolf
1729	Chládek	Jaroslav
1730	Chlebec	Emil
1731	Chleborád	Václav
1732	Chlebounová	Anna
1733	Chlouba	František
1734	Chloupek	Antonín
1735	Chlup	Zdenìk
1736	Chmelaøíková	Jarmila
1737	Chmelík	Antonín
1738	Chòoupek	Bohuslav
1739	Chobot	Emanuel
1740	Chodurová	Drahomíra
1741	Chocholáèek	Róbert
1742	Cholek	Josef
1743	Chomutovskı	Jan
1744	Chorváth	Michal
1745	Chotár	Michal
1746	Chovanec	František
1747	Chromı	Heøman
1748	Chroustovskı	Antonín
1749	Chudík	Michal
1750	Chudoba	Bohdan
1751	Chudoba	Pavel
1752	Chudı	Martin
1753	Churanová	Marie
1754	Chutnı	Antonín
1755	Chvalkovskı	František
1756	Chvilíèek	Jan
1757	Chvílová-Oravcová	Valburga
1758	Chvojka	Jan
1759	Chılek	Karel
1760	Chılek	Stanislav
1761	Chytil	Václav
1762	Chytráèek	Stanislav
1763	Icha	Maxmilián
1764	Illa	Josef
1765	Illiašová	Mária
1766	Illing	Josef
1767	Imramovskı	Gustav
1768	Indra	Alois
1769	Indruch	Lotar
1770	Infner	Štefan
1771	Innemann	Kvìtoslav
1772	Ircing	Václav
1773	Ivák	Ján
1774	Iván	Ladislav
1775	Ivaniè	Pavel
1776	Ivanièová	Helena
1777	Ivanka	Milan
1778	Ivanovskı	Michal
1779	Izák	Josef
1780	Jabloniczky	Johann
1781	Jägerman	Josef
1782	Jägermann	Josef
1783	Jahodníková	Elena
1784	Jajtner	Pavel
1785	Jäkel	Josef
1786	Jakeš	Miloš
1787	Jakl	Ladislav
1788	Jakoubek	Václav
1789	Jaksch	Wenzel
1790	Jakubcová	Štefánia
1791	Jakubka	Bohumil
1792	Jambor	Augustín
1793	Janáèek	Alois
1794	Janák	Ignác
1795	Janalík	František
1796	Janata	František
1797	Janèa	Bohumil
1798	Janèáry	Julius
1799	Janèek	Ján
1800	Janda	Antonín
1801	Janda	Arnold
1802	Janda	Bohuslav
1803	Janda	Stanislav
1804	Jandeèková	Zlatuše
1805	Jandorová	Ludmila
1806	Jandová	Vìra
1807	Janec	Imrich
1808	Janeèková-Muríòová	Emília
1809	Janík	Ján
1810	Janíková	Emília
1811	Janko	Vladimír
1812	Jankovcová	Ludmila
1813	Jankoviè	Antonín
1814	Jankoviè	Jozef
1815	Jann	Josef
1816	Janoèko	Vladimír
1817	Janoška	Juro
1818	Janota	Miroslav
1819	Janouš	Josef
1820	Janovskı	Jakub
1821	Jánská	Helena
1822	Jánská	Kvìtomila
1823	Jansta	Miroslav
1824	Jantošík	Jozef
1825	Janulík	Jan
1826	Jarábek	Ján
1827	Jarkovská	Vìra
1828	Jaroò	Zdenìk
1829	Jaroš	Alois
1830	Jaroš	František
1831	Jaroš	Rudolf
1832	Jarošová	Marie
1833	Jaross	Andor
1834	Jaša	Václav
1835	Jasenovcová	Vilma
1836	Javorskı	¼ubomír
1837	Jedinák	Zdenìk
1838	Jedlièka	František
1839	Jedlièka	Vìroslav
1840	Jégl	Pavel
1841	Jehlièka	František
1842	Jehlièka	Josef
1843	Jeleò	Oskár
1844	Jelinek	Josef
1845	Jelínek	Jan
1846	Jelínek	Josef
1847	Jelínek	Miroslav
1848	Jendrejèáková	Mária
1849	Jenerál	Jaroslav
1850	Jenka	Josef
1851	Jenšovskı	Alois
1852	Ješ	Štìpán
1853	Jeek	František
1854	Jeek	František
1855	Jeek	Karel
1856	Jílek	Bohumil
1857	Jílek	Jan
1858	Jílek	Jiøí
1859	Jilemnickı	Peter
1860	Jilly	Theodor
1861	Jiráèek	Antonín
1862	Jirák	Maxmilián
1863	Jiránek	Václav
1864	Jirásek	Alois
1865	Jirásek	Ferdinand
1866	Jirásek	Jan
1867	Jirásek	Jiøí
1868	Jirásek	Josef
1869	Jirásek	Václav
1870	Jirásková	Marie
1871	Jireèek	Václav
1872	Jirotka	Václav
1873	Jírová	Boena
1874	Jirsík	Josef
1875	Job	Antonín
1876	Jobst	Adolf
1877	Jodas	Jaromír
1878	Johanis	Václav
1879	John	Julius
1880	John	Oldøich
1881	Jokl	Hans
1882	Jonáš	Josef
1883	Jonáš	Karel
1884	Jonáš	Pavel
1885	Josko	Matej
1886	Juha	Václav
1887	Juhász	Ladislav
1888	Juchelka	Jiøí
1889	Junás	Štefan
1890	Jung	Josef
1891	Jung	Rudolf
1892	Jungbauer	Jan
1893	Jungerová	Zuzana
1894	Jungman	František
1895	Jungwirthová	Anna
1896	Jura	Antonín
1897	Jura	Josef
1898	Juran	Josef
1899	Jurèa	František
1900	Jurèík	Vladislav
1901	Jureèka	Jaroslav
1902	Jurica	Jozef
1903	Juriga	Ferdiš
1904	Jurík	Karol
1905	Juriš	Anton
1906	Jurneèková-Vorlová	Marie
1907	Kabát	Jiøí
1908	Kabelka	Jiøí
1909	Kabrhelová	Marie
1910	Kaèer	Jan
1911	Kaèicová	Magdalena
1912	Kaèírek	Bedøich
1913	Kácl	Karel
1914	Kaderka	Alois
1915	Kadlèák	Josef
1916	Kadlèíková	Amálie
1917	Kadlèíková-Braunová	Amálie
1918	Kadlec	Ján
1919	Kádner	Tomáš
1920	Kaduk	František
1922	Kadura	Josef
1923	Kaïùrek	František
1924	Kafka	Bruno
1925	Kafka	Jaromír
1926	Kahuda	František
1927	Kácha	Miloslav
1928	Kachlík	Antonín
1929	Kaiser	Leonhard
1930	Kakaèka	Josef
1931	Kakos	František
1932	Kaláb	Bøetislav
1933	Kalaš	Jan
1934	Kalaš	Josef
1935	Kalaš	Zdenìk
1936	Kaleta	Alfred
1937	Kalfus	Jiøí
1938	Kalina	Antonín
1939	Kalina	Kamil
1940	Kaliòák	Juraj
1941	Kalíšek	Jan
1942	Kaliskı	Roman
1943	Kalkus	Jaroslav
1944	Kallina	Othmar
1945	Kalmárová	Magdaléna
1946	Kalousová	Eva
1947	Kamelskı	Jan
1948	Kameníèek	Ladislav
1949	Kaminskı	Josef
1950	Kaòa	Josef
1951	Kancírová	Dana
1952	Kaniansky	Pavel
1953	Kanis	Pavol
1954	Kaòka	Jan
1955	Kaòková	Jana
1956	Kaòourek	Antonín
1957	Káòová	Irena
1958	Kantor	Emil
1959	Kantorák	Ján
1960	Kantorová	Hana
1961	Kantùrková	Eva
1962	Kapec	Pavel
1963	Kapek	Antonín
1964	Kapišovskı	Vasil
1965	Kapišovskı	Vasi¾
1966	Kapitola	Ludìk
1967	Kapitulíková	Mária
1968	Kaplan	František
1969	Kaplan	Gustav
1970	Kaplanová	Eliška
1971	Kaplanová	Marie
1972	Kapoun	Josef
1973	Kapusta	Jaromír
1974	Kapusta	Marián
1975	Karaba	Karol
1976	Karásek	Jan
1977	Karban	Miloslav
1978	Karbaš	Jaroslav
1979	Karcol	Jozef
1980	Karhan	Jaroslav
1981	Karlovská	Anna
1982	Karlovskı	Jiøí
1983	Karlovskı	Michal
1984	Karmasin	Franz
1985	Karpíšková	Betty
1986	Karych	Alexandr
1987	Kaše	Vlastimil
1988	Kašièková	Jolana
1989	Kasík	Emil
1990	Kaska	Radko
1991	Kaspar	Ivan
1992	Kašpar	Vladimír
1993	Kašpárek	Bohumil
1994	Kasper	Rudolf
1995	Kašuba	Josef
1996	Katolickı	Josef
1997	Katz	Franz
1999	Kaufmann	Franz
2000	Kavalskı	Jaroslav
2001	Kazda	Miroslav
2002	Kazimour	Jan
2003	Kazmír	Anton
2004	Keibl	Josef
2005	Kejda	František
2006	Kejmar	Emanuel
2008	Kellner	Adolf
2009	Kellner	Jan
2010	Kelnar	Jaroslav
2011	Kempnı	Ján
2012	Kempnı	Josef
2013	Kenclová	Zdena
2014	Kendra	František
2015	Kernerová	Svatoslava
2016	Kessler	Zdenìk
2017	Kestler	Josef
2018	Kettner	Stanislav
2019	Khek	Josef
2020	Kícová	Emanuela
2021	Kiesewetter	Zbynìk
2022	Kincl	František
2023	Kincl	Jiøí
2024	Kirpal	Irene
2025	Kišová-Horòáková	Jozefina
2026	Kladenskı	Jiøí
2027	Kladivo	Aleš
2028	Klajban	František
2029	Klapka	Otakar
2030	Klas	Karel
2031	Klasová	Jana
2032	Klátil	František
2033	Klèovská	Henrieta
2034	Kleè	Alexander
2035	Klecanda	Vladimír
2036	Kleèka	Antonín
2037	Klega	Josef
2038	Klega	Miroslav
2039	Klein	Bedøich
2040	Klein	Bøetislav
2041	Klein	Jozef
2042	Klein	Robert
2043	Kleinerová	Antonie
2044	Klejchová	Anna
2045	Klener	Pavel
2046	Kleòhová-Besserová	Ladislava
2047	Kleštinskı	Ján
2048	Klieber	Guido
2049	Kliešek	Jan
2050	Kliha	František
2051	Klícha	Bohumil
2052	Klícha	Jaroslav
2053	Klíma	Antonín
2054	Klíma	Emanuel
2055	Klíma	Václav
2056	Klíma	Vlastimil
2057	Kliman	Stanislav
2058	Klimeckı	Jaromír
2059	Klimek	Adolf
2060	Klimek	Julius
2061	Kliment	Augustin
2062	Kliment	Gustav
2063	Kliment	Karel
2064	Klimeš	Stanislav
2065	Klimeš	Vladimír
2066	Klimková	Marta
2067	Klimo	Bohuslav
2068	Klímová	Miluše
2069	Klindera	Ferdinand
2070	Klinger	Miroslav
2071	Klofáè	Václav
2072	Klokner	Jozef
2073	Klokoè	Ondrej
2074	Klokoèka	Vladimír
2075	Klouda	Antonín
2076	Klusák	Milan
2077	Klùzová	Vítìzslava
2078	Klvaè	Jaroslav
2079	Kmecko	Dezider
2080	Kme	¼udovít
2081	Kmeko	Karel
2082	Kmeová	Libuše
2083	Knap	Vladimír
2084	Knapp	Viktor
2085	Kòako	Milan
2086	Knebort	Vilém
2087	Kneip	Vladimír
2088	Knejzlík	Josef
2089	Kniebügl	Jozef
2090	Knirsch	Hans
2091	Knöchel	Gustav
2092	Knorre	Richard
2093	Knotek	Václav
2094	Koberg	August
2095	Kobes	Karel
2096	Kobliha	Václav
2097	Kobosilová	Anna
2098	Kobylka	Jan
2099	Kobylka	Štìpán
2100	Kocáb	Michael
2101	Koèandrle	Josef
2102	Kocinová	Boena
2103	Kocourek	Jan
2104	Kocsis	Andrej
2105	Koètúch	Hvezdoò
2106	Kocurová	Anna
2107	Koèvara	Štefan
2108	Koczor	Gyula
2109	Kodaj	Samuel
2110	Kögler	Franz
2111	Köhler	Anton
2112	Köhler	Bruno
2113	Köhler	Ernst
2114	Köhler	Richard
2115	Kohoutová	Vlasta
2116	Kochtová	Marie
2117	Kokavcová	Eva
2118	Kokeš	Jaroslav
2119	Koktán	František
2120	Koláènı	Jan
2121	Koláø	Jaroslav
2122	Koláø	Václav
2123	Kolaøík	Jaroslav
2124	Kolaøík	Václav
2125	Kolaøíková	Františka
2126	Kolaøíková	Heda
2127	Koláøová	Daniela
2128	Koláøová	Rùena
2129	Kolbabová	Jana
2130	Kolda	Stanislav
2131	Kolder	Drahomír
2132	Kolesárová	Mária
2133	Kolísek	Alois
2134	Kolláriková	Gizela
2135	Kollárová	Albeta
2136	Köllner	Fritz
2137	Kolmistr	Vladimír
2138	Koloušek	Jan
2139	Komárek	František
2140	Komárek	Josef
2141	Komárek	Valtr
2142	Komárek	Vladimír
2143	Komlóšiová	Mária
2144	Kompiš	Ladislav
2145	Komzala	František
2146	Kondelík	František
2147	Kondrèíková	Margita
2148	Koneèná	Anna
2149	Koneèná	Blaena
2150	Koneèník	Ján
2151	Koneènı	Alois
2152	Koneènı	Jindøich
2153	Koneènı	Josef
2154	Koneènı	Pavel
2155	Koníèek	František
2156	Konopa	Václav
